collection [http://www.w3.org/2004/02/skos/core#definition];name [http://www.w3.org/2004/02/skos/core#narrower];definition [Entity];description [http://www.w3.org/2004/02/skos/core#broader];http://www.w3.org/2004/02/skos/core#prefLabel;http://www.w3.org/2004/02/skos/core#note
'http://w3id.org/glosis/model/procedure/pHProcedure';'pHKCl_ratio1-5';http://w3id.org/glosis/model/procedure/pHProcedure-pHKCl_ratio1-5;'pHKCl (soil reaction) in 1:5 soil/KCl solution (0.01-1 M)';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'pHKCl_ratio1-5'
'http://w3id.org/glosis/model/procedure/pHProcedure';'pHKCl_sat';http://w3id.org/glosis/model/procedure/pHProcedure-pHKCl_sat;'pHKCl (soil reaction) in saturated paste';"'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'	'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'";'pHKCl_sat'
'http://w3id.org/glosis/model/procedure/pHProcedure';'pHNaF';http://w3id.org/glosis/model/procedure/pHProcedure-pHNaF;'pHNaF (soil reaction) in a soil/NaF solution (0.01-1 M)';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'pHNaF'
'http://w3id.org/glosis/model/procedure/pHProcedure';'pHNaF_ratio1-1';http://w3id.org/glosis/model/procedure/pHProcedure-pHNaF_ratio1-1;'pHNaF (soil reaction) in 1:1 soil/NaF solution (1 M)';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'pHNaF_ratio1-1'
'http://w3id.org/glosis/model/procedure/pHProcedure';'pHNaF_ratio1-10';http://w3id.org/glosis/model/procedure/pHProcedure-pHNaF_ratio1-10;'pHNaF (soil reaction) in 1:10 soil/NaF solution (0.01-1 M)';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'pHNaF_ratio1-10'
'http://w3id.org/glosis/model/procedure/pHProcedure';'pHNaF_ratio1-2';http://w3id.org/glosis/model/procedure/pHProcedure-pHNaF_ratio1-2;'pHNaF (soil reaction) in 1:2 soil/NaF solution (0.01-1 M)';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'pHNaF_ratio1-2'
'http://w3id.org/glosis/model/procedure/pHProcedure';'pHNaF_ratio1-2.5';http://w3id.org/glosis/model/procedure/pHProcedure-pHNaF_ratio1-2.5;'pHNaF (soil reaction) in 1:2.5 soil/NaF solution (0.01-1 M)';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'pHNaF_ratio1-2.5'
'http://w3id.org/glosis/model/procedure/pHProcedure';'pHNaF_ratio1-5';http://w3id.org/glosis/model/procedure/pHProcedure-pHNaF_ratio1-5;'pHNaF (soil reaction) in 1:5 soil/NaF solution (0.01-1 M)';"'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'	'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'";'pHNaF_ratio1-5'
'http://w3id.org/glosis/model/procedure/pHProcedure';'pHNaF_sat';http://w3id.org/glosis/model/procedure/pHProcedure-pHNaF_sat;'pHNaF (soil reaction) in saturated paste';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'pHNaF_sat'
'http://w3id.org/glosis/model/procedure/pSAProcedure';'pipette-disp';http://w3id.org/glosis/model/procedure/pSAProcedure-pipette-disp;'Particle size analysis with pipette method with appropriate dispersion of the primary particles and pretreatment to remove cementing particles (organic matter, carbonates)';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'pipette-dispersion'
'http://w3id.org/glosis/model/procedure/pSAProcedure';'pipette-disp-spec';http://w3id.org/glosis/model/procedure/pSAProcedure-pipette-disp-spec;'Spectrally predicted based on measurments with the pipette method with appropriate dispersion of the primary particles and pretreatment to remove cementing particles (organic matter, carbonates)';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'pipette-dispersion-spectral'
'http://w3id.org/glosis/model/procedure/pSAProcedure';'pipette-nodisp';http://w3id.org/glosis/model/procedure/pSAProcedure-pipette-nodisp;'Particle size analysis with pipette method with no dispersion of the primary particles and pretreatment to remove cementing particles (organic matter, carbonates)';"'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'	'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'";'pipette-no_dispersion'
'http://w3id.org/glosis/model/procedure/pSAProcedure';'pipette-nodisp-spec';http://w3id.org/glosis/model/procedure/pSAProcedure-pipette-nodisp-spec;'Spectrally predicted based on measurments with the pipette method with no dispersion of the primary particles and pretreatment to remove cementing particles (organic matter, carbonates)';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'pipette-no_dispersion-spectral'
'http://w3id.org/glosis/model/procedure/pSAProcedure';'pipette-unkdisp';http://w3id.org/glosis/model/procedure/pSAProcedure-pipette-unkdisp;'Particle size analysis with pipette method unknown dispersion of the primary particles and pretreatment to remove cementing particles (organic matter, carbonates)';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'pipette-unknown_dispersion'
'http://w3id.org/glosis/model/procedure/pSAProcedure';'pipette-unkdisp-spec';http://w3id.org/glosis/model/procedure/pSAProcedure-pipette-unkdisp-spec;'Spectrally predicted based on measurments with the pipette method unknown dispersion of the primary particles and pretreatment to remove cementing particles (organic matter, carbonates)';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'pipette-unknown_dispersion-spectral'
'http://w3id.org/glosis/model/procedure/porosityProcedure';'Poros_calcul-pf0';http://w3id.org/glosis/model/procedure/porosityProcedure-Poros_calcul-pf0;'Porosity calculated from volumetric moisture content at pF 0 (1 cm)';"'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'	'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'";'Poros_calcul-pf0'
'http://w3id.org/glosis/model/procedure/phosphorusRetentionProcedure';'RetentP_blakemore';http://w3id.org/glosis/model/procedure/phosphorusRetentionProcedure-RetentP_blakemore;'P retention at ~pH4.6  (acc. Blakemore 1987)';'Blakemore L.C. Searle P.L. and Daly, B.K. (1987) Methods for chemical analysis of soils. NZ Soil Bureau, Lower Hutt, New Zealand.';'RetentP_blakemor'
'http://w3id.org/glosis/model/procedure/phosphorusRetentionProcedure';'RetentP_unkn-spec';http://w3id.org/glosis/model/procedure/phosphorusRetentionProcedure-RetentP_unkn-spec;'Spectrally measured and converted to P retention (P buffer index)';"'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'	'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'";'RetentP_unkn-spec'
'http://w3id.org/glosis/model/procedure/solubleSaltsProcedure';'SlbAn_calcul-unkn';http://w3id.org/glosis/model/procedure/solubleSaltsProcedure-SlbAn_calcul-unkn;'Sum of soluble anions (Cl, SO4, HCO2, CO3, NO3, F)';"'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'	'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'";'SlbAn_calcul-unk'
'http://w3id.org/glosis/model/procedure/solubleSaltsProcedure';'SlbCat_calcul-unkn';http://w3id.org/glosis/model/procedure/solubleSaltsProcedure-SlbCat_calcul-unkn;'Sum of soluble cations (Ca, Mg, K, Na)';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'SlbCat_calcul-unk'
'http://w3id.org/glosis/model/procedure/textureSumProcedure';'SumTxtr_calcul';http://w3id.org/glosis/model/procedure/textureSumProcedure-SumTxtr_calcul;'Calculated sum of sand, silt and clay fractions';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'SumTxtr_calcul'
'http://w3id.org/glosis/model/procedure/totalElementsProcedure';'Total_h2so4';http://w3id.org/glosis/model/procedure/totalElementsProcedure-Total_h2so4;'Total P-/- colorimetric in H2SO4-Se-Salicylic acid digest( sulfuric acid) Particularly used for Total P.';"'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'	'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'";'Total_h2so4'
'http://w3id.org/glosis/model/procedure/totalElementsProcedure';'Total_hcl';http://w3id.org/glosis/model/procedure/totalElementsProcedure-Total_hcl;'HCl extraction. Particularly used for Total P.';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'Total_hcl'
'http://w3id.org/glosis/model/procedure/totalElementsProcedure';'Total_hcl-aquaregia';http://w3id.org/glosis/model/procedure/totalElementsProcedure-Total_hcl-aquaregia;'Hydrocloric (HCl) extraction in nitric/perchloric acid mixture (totals) aqua regia';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'Total_hcl-aquaregia'
'http://w3id.org/glosis/model/procedure/totalElementsProcedure';'Total_hclo4';http://w3id.org/glosis/model/procedure/totalElementsProcedure-Total_hclo4;'Perchloric acid percolation. Particularly used for Total P.';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'Total_hclo4'
'http://w3id.org/glosis/model/procedure/totalElementsProcedure';'Total_hno3-aquafortis';http://w3id.org/glosis/model/procedure/totalElementsProcedure-Total_hno3-aquafortis;'Nitric acid attack. Particularly used for Total P.';"'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'	'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'";'Total_hno3-aquafortis'
'http://w3id.org/glosis/model/procedure/totalElementsProcedure';'Total_nh4-6mo7o24';http://w3id.org/glosis/model/procedure/totalElementsProcedure-Total_nh4-6mo7o24;'COLORIMETRIC VANADATE MOLYBDATE. Particularly used for Total P.';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'Total_nh4-6mo7o24'
'http://w3id.org/glosis/model/procedure/totalElementsProcedure';'Total_tp03';http://w3id.org/glosis/model/procedure/totalElementsProcedure-Total_tp03;'reagent of Baeyens. Precipitation in form of Phosphomolybdate. Particularly used for Total P.';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'Total_tp03'
'http://w3id.org/glosis/model/procedure/totalElementsProcedure';'Total_tp04';http://w3id.org/glosis/model/procedure/totalElementsProcedure-Total_tp04;'acid fleischman. Particularly used for Total P.';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'Total_tp04'
'http://w3id.org/glosis/model/procedure/totalElementsProcedure';'Total_tp05';http://w3id.org/glosis/model/procedure/totalElementsProcedure-Total_tp05;'8 M HCl extraction. Particularly used for Total P.';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'Total_tp05'
'http://w3id.org/glosis/model/procedure/totalElementsProcedure';'Total_tp06';http://w3id.org/glosis/model/procedure/totalElementsProcedure-Total_tp06;'Molybdenum blue method, using ascorbic acid as reductant after heating of soil to 550 C and extraction with 6M sulphuric acid. Particularly used for Total P.';"'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'	'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'";'Total_tp06'
'http://w3id.org/glosis/model/procedure/totalElementsProcedure';'Total_tp07';http://w3id.org/glosis/model/procedure/totalElementsProcedure-Total_tp07;'1:1 H2SO4 : HNO3. Particularly used for Total P.';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'Total_tp07'
'http://w3id.org/glosis/model/procedure/totalElementsProcedure';'Total_tp08';http://w3id.org/glosis/model/procedure/totalElementsProcedure-Total_tp08;'After Nitric acid attack (boiling with HNO3), colometric determination (method of Duval).. Particularly used for Total P.';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'Total_tp08'
'http://w3id.org/glosis/model/procedure/totalElementsProcedure';'Total_tp09';http://w3id.org/glosis/model/procedure/totalElementsProcedure-Total_tp09;'Walker and Adams, 1958. Particularly used for Total P.';'WALKER, T. W., AND A. F. R. ADAMS. 1958. Studies on soil organic matter. I. Soil Sci. 85: 307-318. ';'Total_tp09'
'http://w3id.org/glosis/model/procedure/totalElementsProcedure';'Total_tp10';http://w3id.org/glosis/model/procedure/totalElementsProcedure-Total_tp10;'Colorimetric, unspecified extract';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'Total_tp10'
'http://w3id.org/glosis/model/procedure/totalElementsProcedure';'Total_unkn';http://w3id.org/glosis/model/procedure/totalElementsProcedure-Total_unkn;'Unspecified method';"'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'	'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'";'Total_unk'
'http://w3id.org/glosis/model/procedure/totalElementsProcedure';'Total_xrd';http://w3id.org/glosis/model/procedure/totalElementsProcedure-Total_xrd;'XRD';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'Total_xrd'
'http://w3id.org/glosis/model/procedure/totalElementsProcedure';'Total_xrf';http://w3id.org/glosis/model/procedure/totalElementsProcedure-Total_xrf;'XRF';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'Total_xrf'
'http://w3id.org/glosis/model/procedure/totalElementsProcedure';'Total_xrf-p';http://w3id.org/glosis/model/procedure/totalElementsProcedure-Total_xrf-p;'PXRF';"'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'	'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'";'Total_xrf-p'
'http://w3id.org/glosis/model/procedure/totalElementsProcedure';'Total_xtf-t';http://w3id.org/glosis/model/procedure/totalElementsProcedure-Total_xtf-t;'TXRF';"'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'	'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'";'Total_xtf-t'
'http://w3id.org/glosis/model/procedure/nitrogenTotalProcedure';'TotalN_bremner';http://w3id.org/glosis/model/procedure/nitrogenTotalProcedure-TotalN_bremner;'Total N (Bremner, 1965, p. 1162-1164)';"'Bremner, J. M. 1965. Total Nitrogen. In: C. A. Black (ed.) Methods of soil analysis. Part 2: Chemical and microbial properties. Number 9 in series Agronomy. American Society of Agronomy, Inc. Publisher, Madison, USA. Pp. 1049-1178'	'https://doi.org/10.2134/agronmonogr9.2.c32'";'TotalN_bremner'
'http://w3id.org/glosis/model/procedure/nitrogenTotalProcedure';'TotalN_calcul';http://w3id.org/glosis/model/procedure/nitrogenTotalProcedure-TotalN_calcul;'OC * 1.72 / 20 (gives C/N=11.6009)';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'TotalN_calcul'
'http://w3id.org/glosis/model/procedure/nitrogenTotalProcedure';'TotalN_calcul-oc10';http://w3id.org/glosis/model/procedure/nitrogenTotalProcedure-TotalN_calcul-oc10;'Calculated from OrgC and C/N ratio of 10';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'TotalN_calcul-oc10'
